/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRRoutingTable/PduRRoutingPath/PduRSrcPdu/PduRSrcPduRef,PduRSrcPduRef,REF,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTpBufferTable,PduRTpBufferTable,,0,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTpBufferTable/PduRMaxTpBufferNumber,PduRMaxTpBufferNumber,INT,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTpBufferTable/PduRTpBuffer,PduRTpBuffer,,0,*
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTpBufferTable/PduRTpBuffer/PduRTpBufferLength,PduRTpBufferLength,INT,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTxBufferTable,PduRTxBufferTable,,0,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTxBufferTable/PduRMaxTxBufferNumber,PduRMaxTxBufferNumber,INT,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTxBufferTable/PduRTxBuffer,PduRTxBuffer,,0,*
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTxBufferTable/PduRTxBuffer/PduRPduMaxLength,PduRPduMaxLength,INT,1
/AUTOSAR/EcucDefs/PduR/PduRRoutingTables/PduRTxBufferTable/PduRTxBuffer/PduRTxBufferDepth,PduRTxBufferDepth,INT,1
/AUTOSAR/EcucDefs/Com,,,1
/AUTOSAR/EcucDefs/Com/ComConfig,ComConfig,,1
/AUTOSAR/EcucDefs/Com/ComConfig/ComIPdu,ComIPdu,,0,*
/AUTOSAR/EcucDefs/Com/ComConfig/ComIPdu/ComIPduDirection,ComIPduDirection,ENUM,1
/AUTOSAR/EcucDefs/Com/ComConfig/ComIPdu/ComIPduHandleId,ComIPduHandleId,INT,1
/AUTOSAR/EcucDefs/Com/ComConfig/ComIPdu/ComPduIdRef,ComPduIdRef,REF,1
/AUTOSAR/EcucDefs/CanIf,,,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg,CanIfInitCfg,,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfRxPduCfg,CanIfRxPduCfg,,0,*
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfRxPduCfg/CanIfRxPduId,CanIfRxPduId,INT,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfRxPduCfg/CanIfRxPduRef,CanIfRxPduRef,REF,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfRxPduCfg/CanIfRxPduUserRxIndicationUL,CanIfRxPduUserRxIndicationUL,ENUM,0,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfTxPduCfg,CanIfTxPduCfg,,0,*
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfTxPduCfg/CanIfTxPduId,CanIfTxPduId,INT,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfTxPduCfg/CanIfTxPduRef,CanIfTxPduRef,REF,1
/AUTOSAR/EcucDefs/CanIf/CanIfInitCfg/CanIfTxPduCfg/CanIfTxPduUserTxConfirmationUL,CanIfTxPduUserTxConfirmationUL,ENUM,0,1
/AUTOSAR/EcucDefs/EcuC,,,1
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection,EcucPduCollection,,0,1
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection/PduIdTypeEnum,PduIdTypeEnum,ENUM,1
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection/PduLengthTypeEnum,PduLengthTypeEnum,ENUM,1
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection/Pdu,Pdu,,0,*
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection/Pdu/PduLength,PduLength,INT,1
/AUTOSAR/EcucDefs/EcuC/EcucPduCollection/Pdu/SysTPduToFrameMappingRef,SysTPduToFrameMappingRef,REF,0,1
